date,level,slope,curvature,lambda,ns_fit_rmse
2007-11-30,4.887229029836433,-1.062438869698938,-3.3569757580912456,1.5134814219950512,0.06931687002342941
2007-12-31,4.9611269814583405,-1.1890762297022164,-4.210833710811393,1.4632949664768484,0.09305323365040466
2008-01-31,4.809163981106125,-1.290956511590779,-5.819808040586131,1.3447140541078926,0.11598736504980914
2008-02-29,5.138305266808155,-2.58723157777079,-6.226971300943332,1.3865728459263105,0.12107540474754284
2008-03-31,5.0911185997678485,-3.294640851795624,-5.744558612642049,1.580909864920627,0.15328868993912703
2008-04-30,5.030785187078014,-3.3567496831928345,-3.864480178588418,1.6564486396327232,0.14113604192612667
2008-05-31,5.160490846257639,-3.3724523671854083,-2.876050886098005,1.7280340426009864,0.1036958649695685
2008-06-30,5.194540152652885,-3.0959455259334896,-2.492287677118011,1.6156899085733194,0.09288222707731977
2008-07-31,5.038143101264641,-3.0262636592283716,-2.8584892001305082,1.5262793093077272,0.1237588036825449
2008-08-31,5.000607736671655,-3.0232507709057463,-3.189755142401037,1.5916707498965725,0.12779724714468568
2008-09-30,4.8269831035474295,-2.927168221141559,-4.004946543445779,1.4749352672098361,0.12750585442819798
2008-10-31,4.841730520774822,-2.8874269351594943,-6.479287747274156,1.054366090435455,0.3005761642541723
2008-11-30,4.737542018951242,-2.9763635062006806,-7.544303308984091,1.0884607659512144,0.3276210874458212
2008-12-31,3.481719087094861,-2.612618671583682,-5.458731637987028,1.1316997442915453,0.26274409797274517
2009-01-31,3.8432779856160875,-3.2417075340094486,-5.248940111933768,1.2455464682818154,0.23977622846118105
2009-02-28,4.309394134623731,-3.600497507793773,-5.340428889254407,1.2828003146752736,0.21813237519634812
2009-03-31,4.38914254896411,-3.7389942381631553,-4.996283124826828,1.4599831172308937,0.1729619835609496
2009-04-30,4.4914285858990235,-4.0554942912418905,-4.712642436294756,1.5262715967336502,0.17249524939979113
2009-05-31,5.027035221209994,-4.708648420543226,-5.303931867877347,1.4858682988343108,0.15874426926908106
2009-06-30,5.2426965108496955,-5.130244692819449,-4.958351793936227,1.2688360324438355,0.14562250138000446
2009-07-31,5.179695026377385,-5.02104108531575,-5.212896291901525,1.3477638754214802,0.12898780223480472
2009-08-31,5.06058908451287,-5.039302797558878,-4.6491448502095905,1.2905501571462314,0.12099763804902655
2009-09-30,4.922168182524151,-4.866147954725157,-4.899511814010252,1.3321296013433839,0.10524888867273632
2009-10-31,4.965267849375074,-4.997755203444185,-4.553172705657493,1.4322616890471676,0.0993615243553467
2009-11-30,5.198317528679014,-5.1540364349862084,-5.380840040229357,1.497894630428755,0.09216332441579878
2009-12-31,5.40895674923126,-5.253628789959566,-5.701684364890191,1.4969670043811723,0.09221722955992274
2010-01-31,5.49760224671061,-5.48105152851724,-5.460239143520864,1.4608183561521824,0.08472534324380049
2010-02-28,5.543245605336997,-5.446083082011051,-5.866385358334322,1.4930282093994083,0.08590000710101862
2010-03-31,5.539844793396287,-5.45774949628136,-5.396667863781125,1.5313775059865689,0.07787450431662145
2010-04-30,5.520548010786593,-5.4098561407445205,-5.317339345265002,1.4441547644313641,0.07565105796070229
2010-05-31,5.105617532080786,-4.808562899026044,-5.670963703007286,1.4728492825103279,0.06907080979948191
2010-06-30,4.962701514430824,-4.586671762685116,-5.866219791496505,1.5218971711409905,0.06593123610505465
2010-07-31,4.91450691785546,-4.530004710457832,-5.9700105048198795,1.6772075426095332,0.05894655442161863
2010-08-31,4.815199731720674,-4.430029352710097,-5.874179083705308,1.9608075345098317,0.0393786875355416
2010-09-30,4.774180370006306,-4.360460608469696,-5.987701011001038,1.9476618166734558,0.038965995544680984
2010-10-31,5.1445823777487725,-4.685950522231406,-6.873989693386993,2.202377604057637,0.039485487185882434
2010-11-30,5.624342674216335,-5.244535144860209,-6.837438672495782,2.3599453468114038,0.05047563035332758
2010-12-31,5.4994027984364,-5.081624940623576,-6.769253969479914,1.730269409468278,0.05368086282030872
2011-01-31,5.637145039683638,-5.218150323352597,-7.067520753218211,1.7049039714358885,0.05728981723997153
2011-02-28,5.700786875628495,-5.432664071783807,-6.366938382989103,1.6563450987612254,0.04548056947069221
2011-03-31,5.573620121789443,-5.3037969964912355,-6.389474070429069,1.6972217357865098,0.0396062785887708
2011-04-30,5.501905913537004,-5.295355673867456,-6.166727321969846,1.6357005881141617,0.050456716547302376
2011-05-31,5.400360017060681,-5.212780589351487,-6.249986857350054,1.8344646048396944,0.03684485334841444
2011-06-30,5.475949476566265,-5.171397082313295,-6.864889164164038,1.9871831956345007,0.048343952056714073
2011-07-31,5.548411695615886,-5.214080593205399,-7.056960435178705,2.0105816499235556,0.05820038394060526
2011-08-31,4.960324330132816,-4.6309071453793065,-6.64198527781268,2.36839581443644,0.03785478568662154
2011-09-30,4.323664391276277,-4.072651799791953,-5.5236666166626796,2.476187344132908,0.030233212611878404
2011-10-31,4.027406479621019,-3.780926737194039,-5.066105496878521,2.0883836193429426,0.04634586843749916
2011-11-30,3.9178397596548162,-3.6557775090124327,-5.094345200542626,2.1971152684479756,0.05392682687990283
2011-12-31,3.8728463141965808,-3.6180870984619378,-4.988395539676876,2.235298944700344,0.05389493920172676
2012-01-31,3.975755369069442,-3.718479771666151,-5.18457654930342,2.3145709235221275,0.05885119509497994
2012-02-29,4.135285510985316,-3.8217945637475266,-5.339283925319122,2.4608329140324896,0.06382039165803953
2012-03-31,4.266938322505138,-3.9928426528538385,-5.085098787451598,2.3545994301360516,0.06147876385924773
2012-04-30,4.196752019570982,-3.8772641377086092,-5.283205520136481,2.425005591374012,0.06335151038945301
2012-05-31,3.937357236238831,-3.6231514352086704,-4.883478721766106,2.676162138656934,0.04832155429116302
2012-06-30,3.653345127833424,-3.386048696110561,-4.1899907654033814,2.9161030369656107,0.044283560248130405
